date,product_id,sales_amount,store_location
1/4/2025,P008,100,Maine
1/4/2025,P003,1500,New Hampshire
1/4/2025,P003,50,Maryland
1/4/2025,P012,200,Minnesota
1/4/2025,P009,1500,Pennsylvania
1/4/2025,P003,50,Hawaii
1/4/2025,P008,100,Mississippi
1/4/2025,P007,1200,Connecticut
1/4/2025,P004,60,Georgia
1/4/2025,P012,2000,Alabama
1/5/2025,P009,1500,Minnesota
1/5/2025,P003,50,Virginia
1/5/2025,P008,60,Minnesota
1/5/2025,P005,600,Florida
1/5/2025,P005,1500,Vermont
1/5/2025,P009,200,Idaho
1/5/2025,P011,2000,Ohio
1/5/2025,P005,900,Michigan
1/5/2025,P007,50,Oregon
1/5/2025,P003,1000,South Dakota
1/5/2025,P003,60,Vermont
1/5/2025,P002,60,District of Columbia
1/5/2025,P007,2000,Pennsylvania
1/5/2025,P012,60,North Dakota
1/5/2025,P005,900,Maryland
1/5/2025,P001,200,Illinois
1/5/2025,P011,900,Massachusetts
1/5/2025,P012,150,Maryland
1/5/2025,P006,60,Nevada
1/5/2025,P012,300,New Hampshire
1/5/2025,P008,100,Florida
1/5/2025,P005,150,Kentucky
1/5/2025,P011,25,New Mexico
1/5/2025,P001,100,Nebraska
1/5/2025,P001,1000,Arkansas
1/5/2025,P011,900,Minnesota
1/5/2025,P012,120,Maryland
1/5/2025,P011,500,Maryland
1/5/2025,P008,50,Texas
1/5/2025,P004,25,Colorado
1/5/2025,P007,1500,Rhode Island
1/5/2025,P011,50,Nebraska
1/6/2025,P004,100,Missouri
1/6/2025,P008,1500,Connecticut
1/6/2025,P007,120,New Jersey
1/6/2025,P007,2000,Iowa
1/6/2025,P012,150,New Jersey
1/6/2025,P006,1500,New York
1/6/2025,P012,2000,Florida
1/6/2025,P006,25,Rhode Island
1/6/2025,P007,100,Tennessee
1/6/2025,P002,100,Connecticut
1/6/2025,P003,1000,Montana
1/6/2025,P005,300,Missouri
1/6/2025,P012,1200,Oregon
1/6/2025,P010,30,Virginia
1/6/2025,P011,100,Arkansas
1/6/2025,P004,25,New Hampshire
1/6/2025,P001,25,North Dakota
1/6/2025,P008,2000,Alaska
1/6/2025,P008,60,Connecticut
1/6/2025,P010,100,Iowa
1/6/2025,P001,300,Maryland
1/6/2025,P002,150,Rhode Island
1/6/2025,P006,50,Alabama
1/6/2025,P001,120,West Virginia
1/6/2025,P008,900,New Mexico
1/7/2025,P003,75,New York
1/7/2025,P011,300,Oregon
1/7/2025,P002,120,Utah
1/7/2025,P007,25,Missouri
1/7/2025,P003,200,Washington
1/7/2025,P012,60,Maryland
1/7/2025,P012,90,Connecticut
1/7/2025,P009,60,Oklahoma
1/7/2025,P001,200,Iowa
1/7/2025,P007,50,Maine
1/7/2025,P001,75,District of Columbia
1/7/2025,P010,600,Iowa
1/7/2025,P010,1000,West Virginia
1/7/2025,P008,150,Alabama
1/7/2025,P010,500,Nevada
1/7/2025,P011,1200,Michigan
1/7/2025,P003,1000,Vermont
1/7/2025,P005,2000,South Carolina
1/7/2025,P006,75,Oregon
1/7/2025,P010,50,State
1/7/2025,P006,100,Florida
1/7/2025,P004,50,Louisiana
1/7/2025,P001,30,Nevada
1/7/2025,P012,100,Georgia
1/7/2025,P005,75,Oregon
1/7/2025,P002,50,Rhode Island
1/7/2025,P006,50,Colorado
1/8/2025,P002,100,Oregon
1/8/2025,P008,200,Pennsylvania
1/8/2025,P008,2000,Indiana
1/8/2025,P003,1200,Mississippi
1/8/2025,P004,2000,South Carolina
1/8/2025,P005,300,Montana
1/8/2025,P006,30,Washington
1/8/2025,P011,600,Louisiana
1/8/2025,P001,25,District of Columbia
1/8/2025,P006,50,Massachusetts
1/8/2025,P003,25,New Hampshire
1/8/2025,P009,300,Illinois
1/8/2025,P006,50,Ohio
1/8/2025,P010,50,South Carolina
1/8/2025,P008,30,Kansas
1/8/2025,P001,2000,North Dakota
1/8/2025,P012,50,Oregon
1/8/2025,P005,1000,North Dakota
1/8/2025,P011,2000,New Hampshire
1/8/2025,P009,1000,Mississippi
1/8/2025,P004,25,Oklahoma
1/8/2025,P011,300,Hawaii
1/8/2025,P007,30,Oklahoma
1/8/2025,P004,1500,Hawaii
1/9/2025,P001,1500,Nebraska
1/9/2025,P008,2000,Virginia
1/9/2025,P004,90,Georgia
1/9/2025,P009,300,Ohio
1/9/2025,P005,25,New Mexico
1/9/2025,P006,60,Oregon
1/9/2025,P012,25,Hawaii
1/9/2025,P002,600,Alaska
1/9/2025,P003,30,Delaware
1/9/2025,P008,50,New York
1/9/2025,P009,150,Virginia
1/9/2025,P009,50,Nebraska
1/9/2025,P009,90,North Carolina
1/9/2025,P006,500,Minnesota
1/9/2025,P005,60,District of Columbia
1/9/2025,P006,1200,New York
1/9/2025,P010,900,Colorado
1/9/2025,P003,100,Connecticut
1/9/2025,P003,300,New Mexico
1/9/2025,P009,30,Indiana
1/9/2025,P010,1000,Minnesota
1/9/2025,P004,90,Michigan
1/9/2025,P004,75,Florida
1/9/2025,P007,100,Georgia
1/9/2025,P010,50,Rhode Island
1/9/2025,P009,75,Minnesota
1/10/2025,P008,1500,Maryland
1/10/2025,P005,900,Arkansas
1/10/2025,P009,25,California
1/10/2025,P011,150,Virginia
1/10/2025,P007,100,Indiana
1/10/2025,P001,1000,Iowa
1/10/2025,P007,1000,South Carolina
1/10/2025,P007,500,California
1/10/2025,P010,60,New Mexico
1/10/2025,P012,1200,North Dakota
1/10/2025,P004,600,Washington
1/10/2025,P005,100,Minnesota
1/10/2025,P001,150,Minnesota
1/10/2025,P003,150,State
1/10/2025,P005,100,Alaska
1/10/2025,P008,200,New York
1/10/2025,P007,1200,Idaho
1/10/2025,P009,1500,Virginia
1/10/2025,P011,50,Kentucky
1/10/2025,P011,50,Florida
1/10/2025,P003,900,New Mexico
1/10/2025,P010,90,New Hampshire
1/11/2025,P005,1500,Louisiana
1/11/2025,P003,1000,North Dakota
1/11/2025,P003,50,Oklahoma
1/11/2025,P007,50,Kentucky
1/11/2025,P002,150,New Jersey
1/11/2025,P003,1200,Colorado
1/11/2025,P005,50,New Hampshire
1/11/2025,P003,100,State
1/11/2025,P010,1500,Louisiana
1/11/2025,P011,200,Idaho
1/11/2025,P005,900,Georgia
1/11/2025,P005,100,Kentucky
1/11/2025,P009,50,New York
1/11/2025,P007,90,Oklahoma
1/11/2025,P007,1500,Idaho
1/11/2025,P008,100,Utah
1/11/2025,P002,1000,Utah
1/11/2025,P009,200,Maine
1/11/2025,P003,75,New Hampshire
1/11/2025,P005,1200,Washington
1/11/2025,P011,500,State
1/11/2025,P001,50,Hawaii
1/11/2025,P005,2000,Pennsylvania
1/11/2025,P001,120,Texas
1/11/2025,P003,500,Tennessee
1/11/2025,P003,30,New Mexico
1/11/2025,P011,120,Vermont
1/12/2025,P001,30,Maine
1/12/2025,P004,50,Delaware
1/12/2025,P008,2000,Georgia
1/12/2025,P010,75,Delaware
1/12/2025,P009,50,District of Columbia
1/12/2025,P012,600,South Carolina
1/12/2025,P010,120,Oregon
1/12/2025,P008,60,Pennsylvania
1/12/2025,P009,100,Maryland
1/12/2025,P009,1200,New Hampshire
1/12/2025,P005,30,Nevada
1/12/2025,P005,1200,South Dakota
1/12/2025,P008,100,Oregon
1/12/2025,P005,600,West Virginia
1/12/2025,P006,200,Nevada
1/12/2025,P011,1000,Arkansas
1/12/2025,P001,1000,California
1/12/2025,P005,100,North Dakota
1/12/2025,P006,50,Connecticut
1/12/2025,P001,75,Maryland
1/12/2025,P008,50,Nebraska
1/12/2025,P005,100,Tennessee
1/12/2025,P003,50,Hawaii
1/12/2025,P007,300,Virginia
1/12/2025,P012,30,Oregon
1/12/2025,P004,30,Oregon
1/12/2025,P003,100,Rhode Island
1/12/2025,P012,500,Delaware
1/13/2025,P002,150,Idaho
1/13/2025,P012,300,Illinois
1/13/2025,P011,900,Utah
1/13/2025,P012,90,New Jersey
1/13/2025,P006,50,Arkansas
1/13/2025,P010,300,South Dakota
1/13/2025,P008,600,South Dakota
1/13/2025,P002,1000,Arkansas
1/13/2025,P001,1500,Maine
1/13/2025,P008,30,Michigan
1/13/2025,P009,900,North Carolina
1/13/2025,P006,600,Ohio
1/13/2025,P010,50,Georgia
1/13/2025,P005,1000,Iowa
1/13/2025,P002,50,South Dakota
1/13/2025,P003,30,Missouri
1/13/2025,P011,150,Pennsylvania
1/13/2025,P012,100,Illinois
1/13/2025,P003,200,Virginia
1/13/2025,P001,50,District of Columbia
1/13/2025,P012,200,Rhode Island
1/14/2025,P012,30,Massachusetts
1/14/2025,P011,100,Pennsylvania
1/14/2025,P007,1500,New Hampshire
1/14/2025,P005,90,Nevada
1/14/2025,P010,900,Maryland
1/14/2025,P004,50,Colorado
1/14/2025,P009,1000,Nevada
1/14/2025,P003,150,South Carolina
1/14/2025,P008,300,Oregon
1/14/2025,P002,90,Pennsylvania
1/14/2025,P005,1200,Montana
1/14/2025,P006,1200,Mississippi
1/14/2025,P003,1000,Delaware
1/14/2025,P008,100,Ohio
1/14/2025,P009,200,Idaho
1/14/2025,P004,120,North Carolina
1/14/2025,P003,500,Nebraska
1/14/2025,P010,25,New Mexico
1/14/2025,P002,90,Indiana
1/14/2025,P005,50,Connecticut
1/14/2025,P012,75,Indiana
1/14/2025,P001,30,Washington
1/14/2025,P005,100,West Virginia
1/14/2025,P005,900,Louisiana
1/14/2025,P010,50,State
1/14/2025,P005,50,Idaho
1/14/2025,P002,2000,Arkansas
1/14/2025,P001,30,Montana
1/14/2025,P012,100,Oregon
1/14/2025,P007,60,Nevada
1/15/2025,P002,200,Arkansas
1/15/2025,P007,1500,Washington
1/15/2025,P011,900,Alaska
1/15/2025,P012,60,Alabama
1/15/2025,P002,900,North Dakota
1/15/2025,P010,1500,Missouri
1/15/2025,P012,150,New Hampshire
1/15/2025,P003,50,Washington
1/15/2025,P004,500,Louisiana
1/15/2025,P002,60,Colorado
1/15/2025,P009,50,Iowa
1/15/2025,P003,90,Oregon
1/15/2025,P003,1000,Florida
1/15/2025,P009,30,Nebraska
1/15/2025,P005,2000,Arizona
1/15/2025,P003,1200,Kansas
1/15/2025,P008,30,Oregon
1/15/2025,P008,100,New York
1/15/2025,P004,1200,Montana
1/15/2025,P004,500,Kentucky
1/15/2025,P012,1000,Iowa
1/15/2025,P006,90,Pennsylvania
1/15/2025,P009,1000,South Carolina
1/15/2025,P009,30,Washington
1/15/2025,P002,1200,Maine
1/15/2025,P008,90,Massachusetts
1/15/2025,P004,100,Idaho
1/15/2025,P008,100,New Jersey
1/15/2025,P004,500,South Carolina
1/15/2025,P008,30,Alabama
1/15/2025,P011,900,Delaware
1/16/2025,P005,50,New Hampshire
1/16/2025,P004,50,Rhode Island
1/16/2025,P004,1000,New Hampshire
1/16/2025,P007,1000,Montana
1/16/2025,P003,50,Mississippi
1/16/2025,P003,500,Delaware
1/16/2025,P007,50,Kentucky
1/16/2025,P009,50,Oklahoma
1/16/2025,P009,60,Michigan
1/16/2025,P010,50,New Jersey
1/16/2025,P009,500,North Carolina
1/16/2025,P009,600,Connecticut
1/16/2025,P001,1000,Arkansas
1/16/2025,P005,150,Oregon
1/16/2025,P008,100,New Mexico
1/16/2025,P009,1200,Nebraska
1/16/2025,P002,60,Oregon
1/16/2025,P010,90,Pennsylvania
1/16/2025,P009,2000,Kansas
1/16/2025,P004,500,Louisiana
1/16/2025,P011,100,Rhode Island
1/16/2025,P007,25,California
1/16/2025,P002,300,Utah
1/16/2025,P002,90,Iowa
1/16/2025,P006,90,Colorado
1/17/2025,P011,50,Arizona
1/17/2025,P009,50,Mississippi
1/17/2025,P003,30,New York
1/17/2025,P012,50,Virginia
1/17/2025,P003,25,South Dakota
1/17/2025,P001,50,Alabama
1/17/2025,P001,900,Ohio
1/17/2025,P011,150,Kansas
1/17/2025,P005,100,West Virginia
1/17/2025,P012,60,Nevada
1/17/2025,P001,150,Virginia
1/17/2025,P012,1200,New York
1/17/2025,P006,500,Delaware
1/17/2025,P007,50,Delaware
1/17/2025,P006,100,Arizona
1/17/2025,P002,60,New Jersey
1/17/2025,P010,2000,New Mexico
1/17/2025,P007,1500,Kansas
1/17/2025,P011,50,Alaska
1/17/2025,P007,75,North Dakota
1/17/2025,P005,200,Missouri
1/17/2025,P011,900,Rhode Island
1/17/2025,P002,600,Oregon
1/17/2025,P009,25,Connecticut
1/17/2025,P012,60,Nebraska
1/18/2025,P005,500,Georgia
1/18/2025,P009,600,Louisiana
1/18/2025,P012,1000,South Dakota
1/18/2025,P004,1500,Kentucky
1/18/2025,P007,600,Texas
1/18/2025,P011,600,Arizona
1/18/2025,P001,200,Kansas
1/18/2025,P002,25,Oklahoma
1/18/2025,P010,500,Washington
1/18/2025,P008,50,Illinois
1/18/2025,P001,600,Georgia
1/18/2025,P008,100,Delaware
1/18/2025,P005,1500,North Dakota
1/18/2025,P002,500,Illinois
1/18/2025,P004,100,Indiana
1/18/2025,P004,900,New York
1/18/2025,P010,120,Connecticut
1/18/2025,P006,60,Kentucky
1/18/2025,P009,50,Minnesota
1/18/2025,P009,300,New Hampshire
1/18/2025,P004,1200,Tennessee
1/18/2025,P003,500,Hawaii
1/18/2025,P004,30,South Carolina
1/18/2025,P002,500,Colorado
1/18/2025,P008,50,West Virginia
1/18/2025,P010,90,Nevada
1/18/2025,P007,50,Louisiana
1/18/2025,P005,200,Arizona
1/18/2025,P012,25,New Jersey
1/18/2025,P010,600,Idaho
1/18/2025,P001,60,Arkansas
1/18/2025,P009,200,District of Columbia
1/18/2025,P001,90,Kentucky
1/19/2025,P001,30,Texas
1/19/2025,P007,100,Kentucky
1/19/2025,P005,1200,Nevada
1/19/2025,P007,1200,New Jersey
1/19/2025,P008,300,Vermont
1/19/2025,P002,90,Montana
1/19/2025,P002,2000,New Jersey
1/19/2025,P008,75,Pennsylvania
1/19/2025,P008,200,Pennsylvania
1/19/2025,P005,90,Montana
1/19/2025,P010,1200,Montana
1/19/2025,P004,900,Montana
1/19/2025,P006,60,Arizona
1/19/2025,P009,30,Georgia
1/19/2025,P007,1200,Maine
1/19/2025,P011,2000,Oregon
1/19/2025,P005,50,State
1/19/2025,P002,50,Illinois
1/19/2025,P004,200,California
1/19/2025,P011,1500,South Dakota
1/19/2025,P002,600,Oklahoma
1/19/2025,P010,2000,North Dakota
1/19/2025,P012,30,Massachusetts
1/19/2025,P012,200,Delaware
1/19/2025,P006,1200,California
1/19/2025,P001,50,Idaho
1/19/2025,P007,30,Rhode Island
1/19/2025,P008,2000,Utah
1/19/2025,P012,90,New Mexico
1/20/2025,P006,500,New York
1/20/2025,P005,300,Los Angeles
1/20/2025,P011,50,Arkansas
1/20/2025,P010,2000,Washington
1/20/2025,P008,1200,Illinois
1/20/2025,P011,100,Nebraska
1/20/2025,P009,200,Michigan
1/20/2025,P006,1500,State
1/20/2025,P010,2000,South Dakota
1/20/2025,P012,25,Virginia
1/20/2025,P011,1200,Georgia
1/20/2025,P004,500,Oklahoma
1/20/2025,P009,30,Massachusetts
1/20/2025,P011,900,New Mexico
1/20/2025,P007,200,Texas
1/20/2025,P005,1000,Ohio
1/20/2025,P004,25,Missouri
1/20/2025,P009,1200,Illinois
1/20/2025,P007,100,North Carolina
1/20/2025,P009,100,Washington
1/20/2025,P001,1500,Texas
1/20/2025,P006,200,Alaska
1/20/2025,P011,50,Nebraska
1/20/2025,P005,100,Georgia
1/20/2025,P001,500,Michigan
1/20/2025,P004,1000,Maine
1/20/2025,P003,50,Maryland
1/20/2025,P001,1000,Louisiana
1/20/2025,P003,25,West Virginia
1/20/2025,P006,1000,Idaho
1/21/2025,P005,30,District of Columbia
1/21/2025,P005,50,District of Columbia
1/21/2025,P003,1000,Louisiana
1/21/2025,P003,1200,Indiana
1/21/2025,P005,1200,District of Columbia
1/21/2025,P003,150,Texas
1/21/2025,P004,25,District of Columbia
1/21/2025,P001,100,Utah
1/21/2025,P003,200,Michigan
1/21/2025,P001,600,Alabama
1/21/2025,P002,75,South Dakota
1/21/2025,P010,600,New Mexico
1/21/2025,P006,75,District of Columbia
1/21/2025,P005,50,North Carolina
1/21/2025,P005,1500,State
1/21/2025,P009,100,Idaho
1/21/2025,P010,100,South Carolina
1/21/2025,P003,1200,New Mexico
1/21/2025,P003,50,Oklahoma
1/21/2025,P003,120,Alaska
1/21/2025,P008,2000,Florida
1/21/2025,P004,2000,Massachusetts
1/21/2025,P008,60,Arkansas
1/21/2025,P007,60,Pennsylvania
1/21/2025,P006,120,Mississippi
1/22/2025,P005,150,North Carolina
1/22/2025,P006,50,Alabama
1/22/2025,P007,1200,California
1/22/2025,P005,1500,Maine
1/22/2025,P004,1500,Alabama
1/22/2025,P009,50,Indiana
1/22/2025,P005,1500,Idaho
1/22/2025,P002,2000,Louisiana
1/22/2025,P001,100,Nebraska
1/22/2025,P009,50,Nebraska
1/22/2025,P008,50,Nevada
1/22/2025,P006,600,District of Columbia
1/22/2025,P001,60,Illinois
1/22/2025,P007,75,Colorado
1/22/2025,P007,1200,Montana
1/22/2025,P008,200,Idaho
1/22/2025,P009,120,Nebraska
1/23/2025,P011,500,South Dakota
1/23/2025,P002,100,Washington
1/23/2025,P003,200,New Mexico
1/23/2025,P001,900,New York
1/23/2025,P011,90,Illinois
1/23/2025,P005,1000,Ohio
1/23/2025,P006,200,California
1/23/2025,P009,50,Connecticut
1/23/2025,P004,50,Louisiana
1/23/2025,P012,1500,Utah
1/23/2025,P012,25,Indiana
1/23/2025,P008,2000,State
1/23/2025,P010,30,Florida
1/23/2025,P002,1200,Kentucky
1/23/2025,P008,25,Alaska
1/23/2025,P009,1500,Alaska
1/23/2025,P009,900,Michigan
1/23/2025,P010,100,South Carolina
1/23/2025,P009,500,Nebraska
1/23/2025,P011,1200,Pennsylvania
1/23/2025,P004,300,South Carolina
1/23/2025,P002,120,Washington
1/23/2025,P004,900,Minnesota
1/24/2025,P010,600,New Jersey
1/24/2025,P004,200,Nebraska
1/24/2025,P011,300,Alaska
1/24/2025,P003,900,Idaho
1/24/2025,P002,75,New York
1/24/2025,P003,100,North Dakota
1/24/2025,P007,1000,Pennsylvania
1/24/2025,P011,60,Virginia
1/24/2025,P004,200,Florida
1/24/2025,P003,1200,Virginia
1/24/2025,P006,30,Maryland
1/24/2025,P004,1200,State
1/24/2025,P005,2000,Maine
1/24/2025,P011,50,Kentucky
1/24/2025,P008,600,Kentucky
1/24/2025,P001,25,Maine
1/24/2025,P006,600,West Virginia
1/24/2025,P001,25,Virginia
1/24/2025,P004,100,South Dakota
1/24/2025,P011,150,Arizona
1/24/2025,P008,75,Virginia
1/24/2025,P002,2000,Connecticut
1/24/2025,P003,90,Arizona
1/24/2025,P002,600,Nevada
1/24/2025,P007,300,Montana
1/24/2025,P005,300,Kansas
1/25/2025,P007,900,California
1/25/2025,P001,100,Missouri
1/25/2025,P010,100,Colorado
1/25/2025,P008,500,Michigan
1/25/2025,P011,90,Vermont
1/25/2025,P009,30,North Dakota
1/25/2025,P009,200,Maryland
1/25/2025,P011,25,Nevada
1/25/2025,P009,900,Maryland
1/25/2025,P005,500,Colorado
1/25/2025,P002,60,Vermont
1/25/2025,P012,500,South Carolina
1/25/2025,P007,150,Colorado
1/25/2025,P009,120,California
1/25/2025,P012,1500,South Dakota
1/25/2025,P006,300,New Mexico
1/25/2025,P006,120,Tennessee
1/25/2025,P003,1500,Kentucky
1/25/2025,P001,900,Iowa
1/25/2025,P002,300,Illinois
1/25/2025,P004,100,Rhode Island
1/25/2025,P003,25,Washington
1/25/2025,P006,100,Kansas
1/25/2025,P008,150,Missouri
1/25/2025,P009,500,Oregon
1/25/2025,P002,25,Ohio
1/25/2025,P005,1000,Florida
1/26/2025,P006,90,New Hampshire
1/26/2025,P006,200,New York
1/26/2025,P006,1200,Montana
1/26/2025,P011,90,Nebraska
1/26/2025,P005,50,Delaware
1/26/2025,P002,500,New York
1/26/2025,P006,30,Hawaii
1/26/2025,P009,60,North Carolina
1/26/2025,P008,50,South Carolina
1/26/2025,P009,1200,Iowa
1/26/2025,P012,1000,Massachusetts
1/26/2025,P012,2000,Washington
1/26/2025,P012,1500,California
1/26/2025,P009,50,Missouri
1/26/2025,P011,1500,Mississippi
1/26/2025,P007,900,New Jersey
1/26/2025,P004,500,Nevada
1/26/2025,P010,60,Kansas
1/26/2025,P008,2000,North Dakota
1/26/2025,P004,100,Oregon
1/26/2025,P004,100,Louisiana
1/26/2025,P001,200,Vermont
1/26/2025,P009,50,Colorado
1/26/2025,P009,75,North Dakota
1/27/2025,P011,500,South Carolina
1/27/2025,P011,1500,Washington
1/27/2025,P006,100,Connecticut
1/27/2025,P012,75,Washington
1/27/2025,P011,1000,Montana
1/27/2025,P011,60,Iowa
1/27/2025,P004,25,Idaho
1/27/2025,P008,1500,Oregon
1/27/2025,P003,50,District of Columbia
1/27/2025,P009,100,Tennessee
1/27/2025,P012,25,Kansas
1/27/2025,P007,120,Virginia
1/27/2025,P003,50,Texas
1/27/2025,P002,90,South Carolina
1/27/2025,P004,200,Washington
1/27/2025,P006,100,Colorado
1/27/2025,P004,90,Nevada
1/27/2025,P003,30,West Virginia
1/27/2025,P012,90,Washington
1/27/2025,P010,300,State
1/27/2025,P011,60,Vermont
1/27/2025,P008,200,Oregon
1/27/2025,P010,30,Alaska
1/27/2025,P005,200,Alabama
1/27/2025,P006,25,Kansas
1/28/2025,P009,30,South Carolina
1/28/2025,P003,900,Washington
1/28/2025,P006,100,Missouri
1/28/2025,P004,2000,Michigan
1/28/2025,P007,90,Maine
1/28/2025,P005,120,South Carolina
1/28/2025,P010,300,State
1/28/2025,P011,1200,Virginia
1/28/2025,P012,120,Vermont
1/28/2025,P011,1000,Nevada
1/28/2025,P004,900,Arkansas
1/28/2025,P011,1200,Oklahoma
1/28/2025,P001,50,Utah
1/28/2025,P001,100,Oklahoma
1/28/2025,P010,50,Mississippi
1/28/2025,P003,25,New Jersey
1/28/2025,P001,150,Oregon
1/29/2025,P005,600,New York
1/29/2025,P007,500,Montana
1/29/2025,P002,120,West Virginia
1/29/2025,P004,120,Vermont
1/29/2025,P012,30,North Dakota
1/29/2025,P012,100,California
1/29/2025,P010,120,Arkansas
1/29/2025,P006,500,Mississippi
1/29/2025,P008,300,Utah
1/29/2025,P001,90,Hawaii
1/29/2025,P012,1000,Oregon
1/29/2025,P009,75,Missouri
1/29/2025,P011,100,North Dakota
1/29/2025,P008,1500,California
1/29/2025,P001,90,Arizona
1/29/2025,P004,900,Massachusetts
1/29/2025,P008,100,Mississippi
1/29/2025,P006,2000,Mississippi
1/29/2025,P009,50,Colorado
1/29/2025,P009,100,Tennessee
1/29/2025,P001,75,Oklahoma
1/29/2025,P011,60,New Mexico
1/29/2025,P011,200,Kansas
1/29/2025,P012,25,Indiana
1/29/2025,P007,100,Rhode Island
1/29/2025,P001,200,Utah
1/29/2025,P007,900,State
1/29/2025,P001,100,New Mexico
1/29/2025,P001,200,Washington
1/29/2025,P012,900,Arkansas
1/29/2025,P005,900,California
1/29/2025,P003,1000,Louisiana
1/29/2025,P011,50,South Dakota
1/29/2025,P008,30,Montana
1/30/2025,P012,75,Mississippi
1/30/2025,P012,1500,Alabama
1/30/2025,P008,50,New York
1/30/2025,P003,1500,South Dakota
1/30/2025,P007,50,Rhode Island
1/30/2025,P009,75,Illinois
1/30/2025,P009,600,North Carolina
1/30/2025,P008,900,Alabama
1/30/2025,P005,150,Montana
1/30/2025,P005,2000,State
1/30/2025,P011,100,South Carolina
1/30/2025,P008,900,New Jersey
1/30/2025,P011,900,Colorado
1/30/2025,P003,300,Texas
1/30/2025,P005,100,Missouri
1/30/2025,P001,900,Vermont
1/30/2025,P002,200,North Carolina
1/30/2025,P003,300,Delaware
1/30/2025,P002,200,Tennessee
1/30/2025,P008,90,Iowa
1/30/2025,P012,500,Ohio
1/30/2025,P008,50,Vermont
1/31/2025,P011,450,Chicago
1/31/2025,P007,1000,Virginia
1/31/2025,P012,90,Kentucky
1/31/2025,P001,2000,Mississippi
1/31/2025,P004,900,District of Columbia
1/31/2025,P006,90,Idaho
1/31/2025,P003,1000,State
1/31/2025,P008,900,South Dakota
1/31/2025,P004,150,Utah
1/31/2025,P009,90,Illinois
1/31/2025,P005,25,Minnesota
1/31/2025,P004,50,Alabama
1/31/2025,P010,1200,Tennessee
1/31/2025,P007,1500,Delaware
1/31/2025,P011,120,Arkansas
1/31/2025,P009,1500,Idaho
1/31/2025,P004,1000,Washington
1/31/2025,P008,100,North Carolina
1/31/2025,P008,75,Georgia
1/31/2025,P004,500,Alaska
1/31/2025,P012,120,Utah
1/31/2025,P005,90,New York
1/31/2025,P012,500,New York
1/31/2025,P006,50,Hawaii
1/31/2025,P012,75,Oregon
1/31/2025,P012,1500,Arkansas
